2021-07-26 16:01:38,294:DEBUG:(90, 242, 409, 304, 179, 457, 278, 599)
2021-07-26 16:01:38,415:DEBUG:(90, 242, 409, 304, 129, 454, 258, 599)
2021-07-26 16:01:38,533:DEBUG:(90, 254, 409, 304, 100, 444, 216, 599)
2021-07-26 16:01:38,653:DEBUG:(90, 253, 409, 303, 87, 426, 192, 563)
2021-07-26 16:01:38,773:DEBUG:(90, 253, 409, 312, 87, 427, 167, 561)
2021-07-26 16:01:38,893:DEBUG:(90, 243, 409, 304, 96, 440, 191, 599)
2021-07-26 16:01:39,011:DEBUG:(90, 242, 409, 308, 101, 505, 212, 599)
2021-07-26 16:01:39,130:DEBUG:(90, 242, 409, 312, 141, 535, 213, 599)
2021-07-26 16:01:39,247:DEBUG:(90, 242, 409, 312, 143, 553, 198, 599)
2021-07-26 16:01:39,364:DEBUG:(90, 242, 409, 311, 1, 1, 1, 1)
2021-07-26 16:01:39,481:DEBUG:(90, 242, 409, 312, 199, 560, 253, 599)
2021-07-26 16:01:39,599:DEBUG:(90, 243, 409, 311, 198, 559, 252, 599)
2021-07-26 16:01:39,716:DEBUG:(90, 254, 409, 312, 189, 556, 248, 599)
2021-07-26 16:01:39,833:DEBUG:(90, 242, 409, 262, 1, 1, 1, 1)
2021-07-26 16:01:39,950:DEBUG:(90, 243, 409, 304, 195, 565, 250, 599)
2021-07-26 16:01:40,068:DEBUG:(90, 241, 409, 312, 198, 565, 252, 599)
2021-07-26 16:01:40,185:DEBUG:(90, 242, 409, 304, 200, 511, 279, 599)
2021-07-26 16:01:40,304:DEBUG:(90, 243, 409, 311, 202, 476, 282, 579)
2021-07-26 16:01:40,422:DEBUG:(90, 243, 409, 304, 195, 434, 297, 599)
2021-07-26 16:01:40,541:DEBUG:(90, 257, 409, 312, 218, 400, 290, 535)
2021-07-26 16:01:40,661:DEBUG:(90, 244, 409, 262, 183, 377, 298, 599)
2021-07-26 16:01:40,780:DEBUG:(90, 253, 409, 304, 201, 381, 270, 469)
2021-07-26 16:01:40,901:DEBUG:(90, 257, 409, 304, 179, 366, 284, 599)
2021-07-26 16:01:41,022:DEBUG:(90, 256, 409, 261, 211, 352, 322, 442)
2021-07-26 16:01:41,141:DEBUG:(90, 257, 409, 262, 213, 355, 319, 599)
2021-07-26 16:01:41,263:DEBUG:(90, 254, 409, 304, 208, 366, 320, 599)
2021-07-26 16:01:41,381:DEBUG:(90, 254, 409, 311, 228, 388, 300, 480)
2021-07-26 16:01:41,501:DEBUG:(90, 267, 409, 304, 227, 379, 293, 482)
2021-07-26 16:01:41,621:DEBUG:(90, 255, 409, 304, 175, 356, 298, 599)
2021-07-26 16:01:41,742:DEBUG:(90, 257, 409, 304, 146, 312, 278, 599)
2021-07-26 16:01:41,863:DEBUG:(90, 268, 409, 262, 146, 263, 265, 599)
2021-07-26 16:01:41,984:DEBUG:(90, 257, 409, 304, 187, 237, 252, 365)
2021-07-26 16:01:42,106:DEBUG:(90, 258, 409, 304, 163, 205, 285, 599)
2021-07-26 16:01:42,226:DEBUG:(90, 244, 409, 261, 204, 202, 274, 344)
2021-07-26 16:01:42,346:DEBUG:(90, 257, 409, 261, 175, 200, 285, 563)
2021-07-26 16:01:42,466:DEBUG:(90, 257, 409, 262, 175, 209, 285, 566)
2021-07-26 16:01:42,584:DEBUG:(90, 244, 409, 307, 1, 1, 1, 1)
2021-07-26 16:01:42,706:DEBUG:(90, 243, 409, 262, 174, 183, 285, 564)
2021-07-26 16:01:42,825:DEBUG:(90, 258, 409, 262, 173, 141, 268, 549)
2021-07-26 16:01:42,946:DEBUG:(90, 258, 409, 304, 164, 109, 262, 530)
2021-07-26 16:01:43,066:DEBUG:(90, 257, 409, 262, 153, 95, 267, 530)
2021-07-26 16:01:43,183:DEBUG:(90, 257, 409, 262, 1, 1, 1, 1)
2021-07-26 16:01:43,306:DEBUG:(90, 257, 409, 262, 154, 94, 269, 530)
2021-07-26 16:01:43,427:DEBUG:(90, 257, 409, 262, 166, 111, 269, 563)
2021-07-26 16:01:43,547:DEBUG:(90, 257, 409, 304, 152, 156, 274, 599)
2021-07-26 16:01:43,668:DEBUG:(90, 254, 409, 262, 177, 233, 263, 368)
2021-07-26 16:01:43,786:DEBUG:(90, 243, 409, 262, 151, 415, 207, 530)
2021-07-26 16:01:43,905:DEBUG:(90, 243, 409, 308, 138, 403, 223, 599)
2021-07-26 16:01:44,022:DEBUG:(90, 242, 409, 312, 146, 534, 213, 599)
2021-07-26 16:01:44,140:DEBUG:(90, 242, 409, 261, 147, 564, 212, 599)
2021-07-26 16:01:44,259:DEBUG:(90, 242, 409, 312, 136, 478, 221, 599)
2021-07-26 16:01:44,378:DEBUG:(90, 245, 409, 312, 127, 472, 207, 599)
2021-07-26 16:01:44,496:DEBUG:(90, 255, 409, 311, 143, 321, 204, 411)
2021-07-26 16:01:44,616:DEBUG:(90, 243, 409, 260, 143, 263, 238, 410)
2021-07-26 16:01:44,737:DEBUG:(90, 244, 409, 260, 163, 260, 265, 421)
2021-07-26 16:01:44,858:DEBUG:(90, 257, 409, 260, 185, 260, 265, 373)
2021-07-26 16:01:44,978:DEBUG:(90, 256, 409, 304, 159, 323, 259, 599)
2021-07-26 16:01:45,098:DEBUG:(90, 242, 409, 304, 171, 390, 265, 599)
2021-07-26 16:01:45,216:DEBUG:(90, 242, 409, 312, 195, 495, 265, 599)
2021-07-26 16:01:45,334:DEBUG:(90, 244, 409, 312, 1, 1, 1, 1)
2021-07-26 16:01:45,450:DEBUG:(90, 244, 409, 260, 1, 1, 1, 1)
2021-07-26 16:01:45,567:DEBUG:(90, 255, 409, 308, 1, 1, 1, 1)
2021-07-26 16:01:45,682:DEBUG:(90, 244, 409, 311, 1, 1, 1, 1)
2021-07-26 16:01:45,799:DEBUG:(90, 244, 409, 260, 1, 1, 1, 1)
2021-07-26 16:01:45,915:DEBUG:(90, 256, 409, 311, 1, 1, 1, 1)
2021-07-26 16:01:46,032:DEBUG:(90, 255, 409, 260, 1, 1, 1, 1)
2021-07-26 16:01:46,149:DEBUG:(90, 255, 409, 308, 1, 1, 1, 1)
2021-07-26 16:01:46,265:DEBUG:(90, 245, 409, 260, 1, 1, 1, 1)
2021-07-26 16:01:46,381:DEBUG:(90, 257, 409, 260, 1, 1, 1, 1)
2021-07-26 16:01:46,498:DEBUG:(90, 245, 409, 304, 1, 1, 1, 1)
2021-07-26 16:01:46,615:DEBUG:(90, 257, 409, 260, 1, 1, 1, 1)
2021-07-26 16:01:46,732:DEBUG:(90, 252, 409, 312, 1, 1, 1, 1)
